Concatenate,Year,Pasture Name,Pasture,Treatment,Herd,Week,Date,Rotation,Crude Protein (%),DOM(%),DOM/CP,Fecal Nitrogen (%),Fecal Phosphorus (%),Tag #'s,Notes,Ecological Site,Julian Day,Precip(mm),HerdTreat,WOY,DOY,Phase
2020_17S/20NW_CARM_CARM_5,2020,Salt Flat/Elm,17S/20NW,CARM,CARM,5,2020-06-17T00:00:00Z,2,7.37,64.08,8.7,1.74,0.31,NA,NA,Sandy,NA,NA,CARM CARM,24,168,1-early
2020_20SE_TRM_Paired TRM1_5,2020,NA,20SE,TRM,Paired TRM1,5,2020-06-17T00:00:00Z,2,9.9,65.48,6.6,1.83,0.48,NA,NA,Sandy,NA,NA,NA,24,168,1-early
2020_17N_TRM_Paired TRM2_5,2020,NA,17N,TRM,Paired TRM2,5,2020-06-17T00:00:00Z,2,8.81,63.94,7.3,1.86,0.28,NA,NA,Sandy,NA,NA,NA,24,168,1-early
2020_15E_TRM_TRM_5,2020,NA,15E,TRM,TRM,5,2020-06-17T00:00:00Z,2,8.59,63.84,7.4,1.82,0.13,NA,NA,Loamy,NA,NA,15E TRM,24,168,1-early
2020_19N_TRM_TRM_5,2020,NA,19N,TRM,TRM,5,2020-06-17T00:00:00Z,2,9.8,64.65,6.6,2.04,0.56,NA,NA,Sandy,NA,NA,19N TRM,24,168,1-early
2020_15E_TRM_Anderson GEM_6,2020,NA,15E,TRM,Anderson GEM,6,2020-06-23T00:00:00Z,3,7.9,61.52,7.8,1.59,0.14,"83, 86",NA,Loamy,NA,NA,15E Anderson GEM,25,174,1-early
2020_25NW_CARM1_CARM1_6,2020,Crossroads,25NW,CARM1,CARM1,6,2020-06-23T00:00:00Z,3,9.01,63.77,7.1,1.76,0.44,NA,NA,Mixed,NA,NA,CARM1 CARM1,25,174,1-early
2020_19N_TRM_Anderson GEM_6,2020,NA,19N,TRM,Anderson GEM,6,2020-06-23T00:00:00Z,3,9.77,65.43,6.7,1.75,0.4,"110, 114",NA,Sandy,NA,NA,19N Anderson GEM,25,174,1-early
2020_31W_CARM2_CARM2_6,2020,South,31W,CARM2,CARM2,6,2020-06-23T00:00:00Z,3,8.71,64.03,7.4,1.86,0.44,NA,NA,Mixed,NA,NA,CARM2 CARM2,25,174,1-early
2020_25NW_CARM1_Anderson GEM_6,2020,Crossroads,25NW,CARM1,Anderson GEM,6,2020-06-23T00:00:00Z,3,9.49,64.35,6.8,1.89,0.5,"90, 97",NA,Mixed,NA,NA,CARM1 Anderson GEM,25,174,1-early
2020_31W_CARM2_Anderson GEM_6,2020,South,31W,CARM2,Anderson GEM,6,2020-06-23T00:00:00Z,3,8.43,63.56,7.5,1.74,0.39,"94, 120",NA,Mixed,NA,NA,CARM2 Anderson GEM,25,174,1-early
2020_25SE_TRM_Paired TRM1_6,2020,NA,25SE,TRM,Paired TRM1,6,2020-06-23T00:00:00Z,3,8.19,63.44,7.7,1.62,0.18,NA,NA,Mixed,NA,NA,NA,25,174,1-early
2020_31E_TRM_Paired TRM2_6,2020,NA,31E,TRM,Paired TRM2,6,2020-06-23T00:00:00Z,3,9.59,63.34,6.6,2.01,0.26,NA,NA,Mixed,NA,NA,NA,25,174,1-early
2020_15E_TRM_TRM_6,2020,NA,15E,TRM,TRM,6,2020-06-23T00:00:00Z,3,7.86,62.76,8,1.57,0.16,NA,NA,Loamy,NA,NA,15E TRM,25,174,1-early
2020_19N_TRM_TRM_6,2020,NA,19N,TRM,TRM,6,2020-06-23T00:00:00Z,3,8.18,63.04,7.7,1.71,0.36,NA,NA,Sandy,NA,NA,19N TRM,25,174,1-early
2020_25NW_CARM_CARM1_7,2020,Crossroads,25NW,CARM,CARM1,7,2020-06-29T00:00:00Z,4,6.65,61.71,9.3,1.83,0.37,NA,NA,Mixed,NA,NA,CARM CARM1,26,180,2-middle
2020_31W_CARM_CARM2_7,2020,South,31W,CARM,CARM2,7,2020-06-29T00:00:00Z,4,6.84,62.21,9.1,1.7,0.32,NA,NA,Mixed,NA,NA,CARM CARM2,26,180,2-middle
2020_25SE_TRM_Paired TRM1_7,2020,NA,25SE,TRM,Paired TRM1,7,2020-06-29T00:00:00Z,4,7.44,60.21,8.1,1.77,0.25,NA,NA,Mixed,NA,NA,NA,26,180,2-middle
2020_31E_TRM_Paired TRM2_7,2020,NA,31E,TRM,Paired TRM2,7,2020-06-29T00:00:00Z,4,7.25,60.65,8.4,1.88,0.3,NA,NA,Mixed,NA,NA,NA,26,180,2-middle
2020_15E_TRM_TRM_7,2020,NA,15E,TRM,TRM,7,2020-06-29T00:00:00Z,4,7.41,62,8.4,1.86,0.33,NA,NA,Loamy,NA,NA,15E TRM,26,180,2-middle
2020_19N_TRM_TRM_7,2020,NA,19N,TRM,TRM,7,2020-06-29T00:00:00Z,4,5.8,64.16,11.1,1.71,0.32,NA,NA,Sandy,NA,NA,19N TRM,26,180,2-middle
2020_15E_TRM_Anderson GEM_8,2020,NA,15E,TRM,Anderson GEM,8,2020-07-07T00:00:00Z,4,6.82,62.01,9.1,1.81,0.21,"83, 86",NA,Loamy,NA,NA,15E Anderson GEM,27,188,2-middle
2020_21N_CARM1_CARM1_8,2020,Highway,21N,CARM1,CARM1,8,2020-07-07T00:00:00Z,4,8.22,62.31,7.6,1.75,0.35,NA,NA,Loamy,NA,NA,CARM1 CARM1,27,188,2-middle
2020_19N_TRM_Anderson GEM_8,2020,NA,19N,TRM,Anderson GEM,8,2020-07-07T00:00:00Z,4,9.98,65.16,6.5,1.82,0.5,"110, 114",NA,Sandy,NA,NA,19N Anderson GEM,27,188,2-middle
2020_26W_CARM2_CARM2_8,2020,Hilltank,26W,CARM2,CARM2,8,2020-07-07T00:00:00Z,4,8.14,61.65,7.6,1.89,0.32,NA,NA,Loamy,NA,NA,CARM2 CARM2,27,188,2-middle
2020_21N_CARM1_Anderson GEM_8,2020,Highway,21N,CARM1,Anderson GEM,8,2020-07-07T00:00:00Z,4,7.68,62.53,8.1,1.9,0.32,"94, 102",NA,Loamy,NA,NA,CARM1 Anderson GEM,27,188,2-middle
2020_26W_CARM2_Anderson GEM_8,2020,Hilltank,26W,CARM2,Anderson GEM,8,2020-07-07T00:00:00Z,4,8.57,63,7.4,1.81,0.27,NA,NA,Loamy,NA,NA,CARM2 Anderson GEM,27,188,2-middle
2020_24W_TRM_Paired TRM1_8,2020,NA,24W,TRM,Paired TRM1,8,2020-07-07T00:00:00Z,4,8.04,58.81,7.3,1.89,0.21,NA,NA,Loamy,NA,NA,NA,27,188,2-middle
2020_26E_TRM_Paired TRM2_8,2020,NA,26E,TRM,Paired TRM2,8,2020-07-07T00:00:00Z,4,8,61.3,7.7,1.88,0.24,NA,NA,Loamy,NA,NA,NA,27,188,2-middle
2020_15E_TRM_TRM_8,2020,NA,15E,TRM,TRM,8,2020-07-07T00:00:00Z,4,7.16,61.65,8.6,1.85,0.25,NA,NA,Loamy,NA,NA,15E TRM,27,188,2-middle
2020_19N_TRM_TRM_8,2020,NA,19N,TRM,TRM,8,2020-07-07T00:00:00Z,4,9.84,64.44,6.5,1.83,0.51,NA,NA,Sandy,NA,NA,19N TRM,27,188,2-middle
2020_21N_CARM1_CARM1_9,2020,Highway,21N,CARM1,CARM1,9,2020-07-16T00:00:00Z,4,7.28,62.5,8.6,1.75,0.24,NA,NA,Loamy,NA,NA,CARM1 CARM1,28,197,2-middle
2020_26W_CARM2_CARM2_9,2020,Hilltank,26W,CARM2,CARM2,9,2020-07-16T00:00:00Z,4,6.35,60.81,9.6,1.59,0.12,NA,NA,Loamy,NA,NA,CARM2 CARM2,28,197,2-middle
2020_24W_TRM_Paired TRM1_9,2020,NA,24W,TRM,Paired TRM1,9,2020-07-16T00:00:00Z,4,8.96,61.54,6.9,1.62,0.12,NA,NA,Loamy,NA,NA,NA,28,197,2-middle
2020_26E_TRM_Paired TRM2_9,2020,NA,26E,TRM,Paired TRM2,9,2020-07-16T00:00:00Z,4,8.14,61.33,7.5,1.69,0.03,NA,NA,Loamy,NA,NA,NA,28,197,2-middle
2020_15E_TRM_TRM_9,2020,NA,15E,TRM,TRM,9,2020-07-16T00:00:00Z,4,8.69,62.83,7.2,1.74,0.14,NA,NA,Loamy,NA,NA,15E TRM,28,197,2-middle
2020_19N_TRM_TRM_9,2020,NA,19N,TRM,TRM,9,2020-07-16T00:00:00Z,4,8.78,63.44,7.2,1.87,0.34,NA,NA,Sandy,NA,NA,19N TRM,28,197,2-middle
2020_15E_TRM_Anderson GEM_10,2020,NA,15E,TRM,Anderson GEM,10,2020-07-20T00:00:00Z,4,8.53,62.92,7.4,1.7,0.05,"83, 86",NA,Loamy,NA,NA,15E Anderson GEM,29,201,2-middle
2020_21N_CARM1_CARM1_10,2020,Highway,21N,CARM1,CARM1,10,2020-07-20T00:00:00Z,4,6.25,61.76,9.9,1.69,0.16,NA,NA,Loamy,NA,NA,CARM1 CARM1,29,201,2-middle
2020_19N_TRM_Anderson GEM_10,2020,NA,19N,TRM,Anderson GEM,10,2020-07-20T00:00:00Z,4,8.34,63.5,7.6,2.04,0.28,"110, 114",NA,Sandy,NA,NA,19N Anderson GEM,29,201,2-middle
2020_26W_CARM2_CARM2_10,2020,Hilltank,26W,CARM2,CARM2,10,2020-07-20T00:00:00Z,4,6.97,60.88,8.7,1.54,0.14,NA,NA,Loamy,NA,NA,CARM2 CARM2,29,201,2-middle
2020_21N_CARM1_Anderson GEM_10,2020,Highway,21N,CARM1,Anderson GEM,10,2020-07-20T00:00:00Z,4,6.23,61.83,9.9,1.66,0.17,"113, 120",NA,Loamy,NA,NA,CARM1 Anderson GEM,29,201,2-middle
2020_26W_CARM2_Anderson GEM_10,2020,Hilltank,26W,CARM2,Anderson GEM,10,2020-07-20T00:00:00Z,4,6.47,59.85,9.3,1.48,0.16,NA,NA,Loamy,NA,NA,CARM2 Anderson GEM,29,201,2-middle
2020_24W_TRM_Paired TRM1_10,2020,NA,24W,TRM,Paired TRM1,10,2020-07-20T00:00:00Z,4,9.32,61.71,6.6,1.81,0.15,NA,NA,Loamy,NA,NA,NA,29,201,2-middle
2020_26E_TRM_Paired TRM2_10,2020,NA,26E,TRM,Paired TRM2,10,2020-07-20T00:00:00Z,4,9.04,60.67,6.7,1.82,0.05,NA,NA,Loamy,NA,NA,NA,29,201,2-middle
2020_15E_TRM_TRM_10,2020,NA,15E,TRM,TRM,10,2020-07-20T00:00:00Z,4,7.99,63.03,7.9,1.67,0.02,NA,NA,Loamy,NA,NA,15E TRM,29,201,2-middle
2020_19N_TRM_TRM_10,2020,NA,19N,TRM,TRM,10,2020-07-20T00:00:00Z,4,8.39,62.66,7.5,1.95,0.35,NA,NA,Sandy,NA,NA,19N TRM,29,201,2-middle
2020_21N_CARM1_CARM1_11,2020,Highway,21N,CARM1,CARM1,11,2020-07-28T00:00:00Z,4,4.05,60.01,14.8,1.72,0.18,NA,NA,Loamy,NA,NA,CARM1 CARM1,30,209,2-middle
2020_8E_CARM2_CARM2_11,2020,Ridgeline,8E,CARM2,CARM2,11,2020-07-28T00:00:00Z,5,4.98,65.87,13.2,1.62,0.08,NA,NA,Mixed,NA,NA,CARM2 CARM2,30,209,2-middle
2020_24W_TRM_Paired TRM1_11,2020,NA,24W,TRM,Paired TRM1,11,2020-07-28T00:00:00Z,4,6.97,59.81,8.6,1.66,0.25,NA,NA,Loamy,NA,NA,NA,30,209,2-middle
2020_5E_TRM_Paired TRM2_11,2020,NA,5E,TRM,Paired TRM2,11,2020-07-28T00:00:00Z,5,4.67,57.58,12.3,2,0.29,NA,NA,Mixed,NA,NA,NA,30,209,2-middle
2020_15E_TRM_TRM_11,2020,NA,15E,TRM,TRM,11,2020-07-28T00:00:00Z,4&5,6.52,61.73,9.5,1.69,0.15,NA,NA,Loamy,NA,NA,15E TRM,30,209,2-middle
2020_19N_TRM_TRM_11,2020,NA,19N,TRM,TRM,11,2020-07-28T00:00:00Z,4&5,5.81,61.06,10.5,1.68,0.43,NA,NA,Sandy,NA,NA,19N TRM,30,209,2-middle
2020_5E_TRM_Paired TRM2_12,2020,NA,5E,TRM,Paired TRM2,12,2020-08-03T00:00:00Z,5,5.71,56.63,9.9,2.09,0.25,NA,NA,Mixed,NA,NA,NA,31,215,2-middle
2020_8E_CARM2_CARM2_12,2020,Ridgeline,8E,CARM2,CARM2,12,2020-08-03T00:00:00Z,5,6.08,62.57,10.3,1.52,0.13,NA,NA,Mixed,NA,NA,CARM2 CARM2,31,215,2-middle
2020_15E_TRM_Anderson GEM_12,2020,NA,15E,TRM,Anderson GEM,12,2020-08-03T00:00:00Z,4&5,7.48,59.42,7.9,1.7,0.24,"83, 86",NA,Loamy,NA,NA,15E Anderson GEM,31,215,2-middle
2020_19N_TRM_Anderson GEM_12,2020,NA,19N,TRM,Anderson GEM,12,2020-08-03T00:00:00Z,4&5,7.46,63.47,8.5,1.65,0.46,"110, 114",NA,Sandy,NA,NA,19N Anderson GEM,31,215,2-middle
2020_19N_TRM_TRM_12,2020,NA,19N,TRM,TRM,12,2020-08-03T00:00:00Z,4&5,8.03,63.64,7.9,1.72,0.5,NA,NA,Sandy,NA,NA,19N TRM,31,215,2-middle
2020_15E_TRM_TRM_12,2020,NA,15E,TRM,TRM,12,2020-08-03T00:00:00Z,4&5,7.1,60.81,8.6,1.59,0.14,NA,NA,Loamy,NA,NA,15E TRM,31,215,2-middle
2020_21N_CARM1_Anderson GEM_12,2020,Highway,21N,CARM1,Anderson GEM,12,2020-08-04T00:00:00Z,4,6.01,57.45,9.6,1.43,0.25,"102, 84",NA,Loamy,NA,NA,CARM1 Anderson GEM,31,216,2-middle
2020_24W_TRM_Paired TRM1_12,2020,NA,24W,TRM,Paired TRM1,12,2020-08-04T00:00:00Z,4&5,7.06,60.13,8.5,1.61,0.15,NA,NA,Loamy,NA,NA,NA,31,216,2-middle
2020_8E_CARM2_Anderson GEM_12,2020,Ridgeline,8E,CARM2,Anderson GEM,12,2020-08-03T00:00:00Z,5,6.06,63.63,10.5,1.49,0.13,"98, 87",NA,Mixed,NA,NA,CARM2 Anderson GEM,31,215,2-middle
2020_21N_CARM1_CARM1_12,2020,Highway,21N,CARM1,CARM1,12,2020-08-04T00:00:00Z,4,5.17,59.46,11.5,1.55,0.21,NA,NA,Loamy,NA,NA,CARM1 CARM1,31,216,2-middle
2020_15E_TRM_Paired TRM1_13,2020,NA,15E,TRM,Paired TRM1,13,2020-08-11T00:00:00Z,5,6.52,58.25,8.9,1.68,0.17,NA,NA,Loamy,NA,NA,NA,32,223,3-late
2020_19N_TRM_TRM_13,2020,NA,19N,TRM,TRM,13,2020-08-11T00:00:00Z,5,7.71,61.8,8,1.59,0.42,NA,NA,Sandy,NA,NA,19N TRM,32,223,3-late
2020_10S_CARM1_CARM1_13,2020,Nighthawk,10S,CARM1,CARM1,13,2020-08-11T00:00:00Z,5,7.96,63.92,8,1.66,0.05,NA,NA,Loamy,NA,NA,CARM1 CARM1,32,223,3-late
2020_8E_CARM2_CARM2_13,2020,Ridgeline,8E,CARM2,CARM2,13,2020-08-11T00:00:00Z,5,5.61,62.35,11.1,1.29,0.08,NA,NA,Mixed,NA,NA,CARM2 CARM2,32,223,3-late
2020_5E_TRM_Paired TRM2_13,2020,NA,5E,TRM,Paired TRM2,13,2020-08-11T00:00:00Z,5,5.8,58.03,10,1.52,0.18,NA,NA,Mixed,NA,NA,NA,32,223,3-late
2020_15E_TRM_Anderson GEM_14,2020,NA,15E,TRM,Anderson GEM,14,2020-08-17T00:00:00Z,5,6.3,58.79,9.3,1.58,0.34,"83, 86",NA,Loamy,NA,NA,15E Anderson GEM,33,229,3-late
2020_15E_TRM_Paired TRM1_14,2020,NA,15E,TRM,Paired TRM1,14,2020-08-17T00:00:00Z,5,5.67,58.69,10.4,1.65,0.27,NA,NA,Loamy,NA,NA,NA,33,229,3-late
2020_19N_TRM_Anderson GEM_14,2020,NA,19N,TRM,Anderson GEM,14,2020-08-17T00:00:00Z,5,6.78,60.09,8.9,2.02,0.49,"110, 114",NA,Sandy,NA,NA,19N Anderson GEM,33,229,3-late
2020_8E_CARM2_Anderson GEM_14,2020,Ridgeline,8E,CARM2,Anderson GEM,14,2020-08-17T00:00:00Z,5,5.14,58.73,11.4,1.51,0.33,NA,NA,Mixed,NA,NA,CARM2 Anderson GEM,33,229,3-late
2020_19N_TRM_TRM_14,2020,NA,19N,TRM,TRM,14,2020-08-17T00:00:00Z,5,7.43,60.64,8.2,2.07,0.51,NA,NA,Sandy,NA,NA,19N TRM,33,229,3-late
2020_8E_CARM2_CARM2_14,2020,Ridgeline,8E,CARM2,CARM2,14,2020-08-17T00:00:00Z,5,5.23,57.49,11,1.56,0.34,NA,NA,Mixed,NA,NA,CARM2 CARM2,33,229,3-late
2020_10S_CARM1_Anderson GEM_14,2020,Nighthawk,10S,CARM1,Anderson GEM,14,2020-08-17T00:00:00Z,5,6.98,60.98,8.7,1.76,0.37,NA,NA,Loamy,NA,NA,CARM1 Anderson GEM,33,229,3-late
2020_10S_CARM1_CARM1_14,2020,Nighthawk,10S,CARM1,CARM1,14,2020-08-17T00:00:00Z,5,8.3,58.9,7.1,1.16,0.44,NA,NA,Loamy,NA,NA,CARM1 CARM1,33,229,3-late
2020_5E_TRM_Paired TRM2_14,2020,NA,5E,TRM,Paired TRM2,14,2020-08-17T00:00:00Z,5,4.4,55.2,12.5,1.33,0.16,NA,NA,Mixed,NA,NA,NA,33,229,3-late
2020_15E_TRM_Paired TRM1_15,2020,NA,15E,TRM,Paired TRM1,15,2020-08-25T00:00:00Z,5,6.76,59.53,8.8,1.88,0.35,NA,NA,Loamy,NA,NA,NA,34,237,3-late
2020_19N_TRM_TRM_15,2020,NA,19N,TRM,TRM,15,2020-08-25T00:00:00Z,5,6.65,60.06,9,2.03,0.46,NA,NA,Sandy,NA,NA,19N TRM,34,237,3-late
2020_8E_CARM2_CARM2_15,2020,Ridgeline,8E,CARM2,CARM2,15,2020-08-25T00:00:00Z,5,5.57,58.06,10.4,1.46,0.36,NA,NA,Mixed,NA,NA,CARM2 CARM2,34,237,3-late
2020_10S_CARM1_CARM1_15,2020,Nighthawk,10S,CARM1,CARM1,15,2020-08-25T00:00:00Z,5,4.2,56.84,13.5,1.52,0.27,NA,NA,Loamy,NA,NA,CARM1 CARM1,34,237,3-late
2020_5E_TRM_Paired TRM2_15,2020,NA,5E,TRM,Paired TRM2,15,2020-08-25T00:00:00Z,5,4.81,56.07,11.7,1.67,0.34,NA,NA,Mixed,NA,NA,NA,34,237,3-late
2020_15E_TRM_Anderson GEM_16,2020,NA,15E,TRM,Anderson GEM,16,2020-09-01T00:00:00Z,5&6,5.83,56.57,9.7,1.89,0.33,"83, 86",NA,Loamy,NA,NA,15E Anderson GEM,35,244,3-late
2020_15E_TRM_Paired TRM1_16,2020,NA,15E,TRM,Paired TRM1,16,2020-09-01T00:00:00Z,5&6,7.57,59.28,7.8,1.76,0.29,NA,NA,Loamy,NA,NA,NA,35,244,3-late
2020_10S_CARM1_CARM1_16,2020,Nighthawk,10S,CARM1,CARM1,16,2020-09-01T00:00:00Z,5,6.37,57.08,9,1.46,0.3,NA,NA,Loamy,NA,NA,CARM1 CARM1,35,244,3-late
2020_19N_TRM_Anderson GEM_16,2020,NA,19N,TRM,Anderson GEM,16,2020-09-01T00:00:00Z,5&6,6.22,59.2,9.5,1.98,0.36,"110, 114",NA,Sandy,NA,NA,19N Anderson GEM,35,244,3-late
2020_7SE_CARM2_Anderson GEM_16,2020,Headquarters,7SE,CARM2,Anderson GEM,16,2020-09-01T00:00:00Z,6,5.93,62.4,10.5,1.37,0.04,"97, 87",NA,Mixed,NA,NA,CARM2 Anderson GEM,35,244,3-late
2020_7SE_CARM2_CARM2_16,2020,Headquarters,7SE,CARM2,CARM2,16,2020-09-01T00:00:00Z,6,6.2,61.62,9.9,1.45,0.12,NA,NA,Mixed,NA,NA,CARM2 CARM2,35,244,3-late
2020_10S_CARM1_Anderson GEM_16,2020,Nighthawk,10S,CARM1,Anderson GEM,16,2020-09-01T00:00:00Z,5,5.3,57.78,10.9,1.49,0.24,"107, 99",NA,Loamy,NA,NA,CARM1 Anderson GEM,35,244,3-late
2020_7NW_TRM_Paired TRM2_16,2020,NA,7NW,TRM,Paired TRM2,16,2020-09-01T00:00:00Z,6,5,61.79,12.4,1.54,0.18,NA,NA,Mixed,NA,NA,NA,35,244,3-late
2020_19N_TRM_TRM_16,2020,NA,19N,TRM,TRM,16,2020-09-01T00:00:00Z,6,5.05,58.9,11.7,1.9,0.29,NA,NA,Sandy,NA,NA,19N TRM,35,244,3-late
2020_15E_TRM_TRM_17,2020,NA,15E,TRM,TRM,17,2020-09-10T00:00:00Z,6,8.29,58.46,7.1,1.31,0.27,NA,NA,Loamy,NA,NA,15E TRM,36,253,3-late
2020_19N_TRM_TRM_17,2020,NA,19N,TRM,TRM,17,2020-09-10T00:00:00Z,6,7.12,61.05,8.6,1.23,0.26,NA,NA,Sandy,NA,NA,19N TRM,36,253,3-late
2020_7NW_TRM_Paired TRM2_17,2020,NA,7NW,TRM,Paired TRM2,17,2020-09-10T00:00:00Z,6,7.67,61.16,8,1.35,0.21,NA,NA,Mixed,NA,NA,NA,36,253,3-late
2020_7SE_CARM2_CARM2_17,2020,Headquarters,7SE,CARM2,CARM2,17,2020-09-10T00:00:00Z,6,7.92,60.04,7.6,1.3,0.27,NA,NA,Mixed,NA,NA,CARM2 CARM2,36,253,3-late
2020_25NW_CARM1_CARM1_17,2020,Crossroads,25NW,CARM1,CARM1,17,2020-09-10T00:00:00Z,6,7.38,58.27,7.9,1.47,0.32,NA,NA,Mixed,NA,NA,CARM1 CARM1,36,253,3-late
2020_25SE_TRM_Paired TRM1_17,2020,NA,25SE,TRM,Paired TRM1,17,2020-09-10T00:00:00Z,6,7.33,55.23,7.5,1.19,0.12,NA,NA,Mixed,NA,NA,NA,36,253,3-late
2020_15E_TRM_Anderson GEM_18,2020,NA,15E,TRM,Anderson GEM,18,2020-09-17T00:00:00Z,6&7,5.61,56.2,10,1.48,0.26,"83, 86",NA,Loamy,NA,NA,15E Anderson GEM,37,260,3-late
2020_15E_TRM_TRM_18,2020,NA,15E,TRM,TRM,18,2020-09-17T00:00:00Z,6&7,7.3,60.13,8.2,1.41,0.27,NA,NA,Loamy,NA,NA,15E TRM,37,260,3-late
2020_31E_TRM_Paired TRM1_18,2020,NA,31E,TRM,Paired TRM1,18,2020-09-17T00:00:00Z,7,8.09,60.1,7.4,1.33,0.19,NA,NA,Mixed,NA,NA,NA,37,260,3-late
2020_7NW_TRM_Paired TRM2_18,2020,NA,7NW,TRM,Paired TRM2,18,2020-09-17T00:00:00Z,6,7.3,60.51,8.3,1.26,0.23,NA,NA,Mixed,NA,NA,NA,37,260,3-late
2020_7SE_CARM2_CARM2_18,2020,Headquarters,7SE,CARM2,CARM2,18,2020-09-17T00:00:00Z,6,7.24,60.1,8.3,1.19,0.21,NA,NA,Mixed,NA,NA,CARM2 CARM2,37,260,3-late
2020_19N_TRM_Anderson GEM_18,2020,NA,19N,TRM,Anderson GEM,18,2020-09-17T00:00:00Z,6&7,7.2,60.39,8.4,1.32,0.37,"110, 114",NA,Sandy,NA,NA,19N Anderson GEM,37,260,3-late
2020_31W_CARM1_Anderson GEM_18,2020,South,31W,CARM1,Anderson GEM,18,2020-09-17T00:00:00Z,7,8.1,61.61,7.6,1.28,0.22,"102, 94",NA,Mixed,NA,NA,CARM1 Anderson GEM,37,260,3-late
2020_31W_CARM1_CARM1_18,2020,South,31W,CARM1,CARM1,18,2020-09-17T00:00:00Z,7,8.14,58.93,7.2,1.5,0.18,NA,NA,Mixed,NA,NA,CARM1 CARM1,37,260,3-late
2020_7SE_CARM2_Anderson GEM_18,2020,Headquarters,7SE,CARM2,Anderson GEM,18,2020-09-17T00:00:00Z,6,6.64,59.42,8.9,1.18,0.24,"109, 119",NA,Mixed,NA,NA,CARM2 Anderson GEM,37,260,3-late
2020_19N_TRM_TRM_18,2020,NA,19N,TRM,TRM,18,2020-09-17T00:00:00Z,6&7,7.64,60.65,7.9,1.59,0.4,NA,NA,Sandy,NA,NA,19N TRM,37,260,3-late
2020_31E_TRM_Paired TRM1_19,2020,NA,31E,TRM,Paired TRM1,19,2020-09-23T00:00:00Z,7,6.96,59.88,8.6,1.44,0.26,NA,NA,Mixed,NA,NA,NA,38,266,3-late
2020_31W_CARM1_CARM1_19,2020,South,31W,CARM1,CARM1,19,2020-09-23T00:00:00Z,7,7.22,57.48,8,1.36,0.23,NA,NA,Mixed,NA,NA,CARM1 CARM1,38,266,3-late
2020_19N_TRM_TRM_19,2020,NA,19N,TRM,TRM,19,2020-09-23T00:00:00Z,6&7,5.84,58.94,10.1,1.21,0.17,NA,NA,Sandy,NA,NA,19N TRM,38,266,3-late
2020_7SE_CARM2_CARM2_19,2020,Headquarters,7SE,CARM2,CARM2,19,2020-09-23T00:00:00Z,6,7,57.43,8.2,1.3,0.2,NA,NA,Mixed,NA,NA,CARM2 CARM2,38,266,3-late
2020_7NW_TRM_Paired TRM2_19,2020,NA,7NW,TRM,Paired TRM2,19,2020-09-23T00:00:00Z,6,6.47,59.08,9.1,1.38,0.23,NA,NA,Mixed,NA,NA,NA,38,266,3-late
2020_15E_TRM_TRM_19,2020,NA,15E,TRM,TRM,19,2020-09-23T00:00:00Z,6&7,8.04,58.06,7.2,1.72,0.32,NA,NA,Loamy,NA,NA,15E TRM,38,266,3-late
2020_20NW_CARM1_Anderson GEM_20,2020,Elm,20NW,CARM1,Anderson GEM,20,2020-09-30T00:00:00Z,8,6.21,59.79,9.6,1.55,0.28,"90, 84",NA,Sandy,NA,NA,CARM1 Anderson GEM,39,273,3-late
2020_20NW_CARM1_CARM1_20,2020,Elm,20NW,CARM1,CARM1,20,2020-09-30T00:00:00Z,8,6.78,60.91,9,1.52,0.32,NA,NA,Sandy,NA,NA,CARM1 CARM1,39,273,3-late
2020_20SE_TRM_Paired TRM1_20,2020,NA,20SE,TRM,Paired TRM1,20,2020-09-30T00:00:00Z,8,6.87,62.5,9.1,1.44,0.33,NA,NA,Sandy,NA,NA,NA,39,273,3-late
2020_19N_TRM_Paired TRM2_20,2020,NA,19N,TRM,Paired TRM2,20,2020-09-30T00:00:00Z,7&8,5.6,57.49,10.3,1.3,0.2,NA,NA,Sandy,NA,NA,NA,39,273,3-late
2020_19N_TRM_Anderson GEM_20,2020,NA,19N,TRM,Anderson GEM,20,2020-09-30T00:00:00Z,7&8,6.93,58.33,8.4,1.32,0.28,NA,NA,Sandy,NA,NA,19N Anderson GEM,39,273,3-late
2020_18S_CARM2_Anderson GEM_20,2020,Snowfence,18S,CARM2,Anderson GEM,20,2020-09-30T00:00:00Z,7,7.28,62.02,8.5,1.29,0.37,"96, 98",NA,Sandy,NA,NA,CARM2 Anderson GEM,39,273,3-late
2020_18S_CARM2_CARM2_20,2020,Snowfence,18S,CARM2,CARM2,20,2020-09-30T00:00:00Z,7,7.76,63.16,8.1,1.37,0.35,NA,NA,Sandy,NA,NA,CARM2 CARM2,39,273,3-late
2020_15E_TRM_TRM_20,2020,NA,15E,TRM,TRM,20,2020-09-30T00:00:00Z,7&8,6.38,58.51,9.2,1.37,0.24,NA,NA,Loamy,NA,NA,15E TRM,39,273,3-late
2020_15E_TRM_Anderson GEM_20,2020,NA,15E,TRM,Anderson GEM,20,2020-09-30T00:00:00Z,7&8,6.62,56.29,8.5,1.44,0.25,NA,NA,Loamy,NA,NA,15E Anderson GEM,39,273,3-late
2021_15E_TRM_Anderson GEM Individual_1,2021,NA,15E,TRM,Anderson GEM Individual,1,2021-06-01T00:00:00Z,1,13.83,67.77,4.9,2.69,0.72,110,NA,NA,NA,NA,NA,22,151,1-early
