Date,Pasture,Ecosite,Plot,Transect,Distance,High-E,Low-E,Spp-E,High-W,Low-W,Spp-W,Mean High,Mean Low,Screen 1,Screen 2 ,Low 1,Low 2 ,Mean Low Filtered
10/6/2014,17S,Upland,2,4,15,13,4,BOGR,20,3,VUOC,16.5,3.5,0,1,4,,4
10/6/2014,17S,Upland,2,4,18,4,2,BOGR,22,2,VUOC,13,2,0,1,2,,2
10/6/2014,17S,Upland,2,4,21,22,6,CRMI,26,5,BOGR,24,5.5,0,0,6,5,5.5
10/6/2014,17S,Upland,2,4,24,12,4,BOGR,39,6,EREF,25.5,5,0,1,4,,4
10/10/2014,17S,Salt Flat,3,1,3,32,12,STCO,52,8,STCO,42,10,0,0,12,8,10
10/10/2014,17S,Salt Flat,3,1,6,49,16,STCO,38,4,BOGR,43.5,10,0,0,16,4,10
10/10/2014,17S,Salt Flat,3,1,9,42,2,STCO,22,1,BOGR,32,1.5,0,0,2,1,1.5
10/10/2014,17S,Salt Flat,3,1,12,51,7,PASM,54,2,PASM,52.5,4.5,0,0,7,2,4.5
10/10/2014,17S,Salt Flat,3,1,15,30,10,PASM,31,2,OPPO,30.5,6,0,1,10,,10
10/10/2014,17S,Salt Flat,3,1,18,30,3,PASM,51,4,PASM,40.5,3.5,0,0,3,4,3.5
10/10/2014,17S,Salt Flat,3,1,21,51,2,PASM,44,5,PASM,47.5,3.5,0,0,2,5,3.5
10/10/2014,17S,Salt Flat,3,1,24,43,3,PASM,33,2,PASM,38,2.5,0,0,3,2,2.5
10/10/2014,17S,Salt Flat,3,2,3,24,16,SPAI,0,0,BARE,12,8,0,0,16,0,8
10/10/2014,17S,Salt Flat,3,2,6,38,8,SPAI,0,0,BARE,19,4,0,0,8,0,4
10/10/2014,17S,Salt Flat,3,2,9,24,12,SPAI,44,13,PASM,34,12.5,0,0,12,13,12.5
10/10/2014,17S,Salt Flat,3,2,12,38,6,SPAI,32,9,SPAI,35,7.5,0,0,6,9,7.5
10/10/2014,17S,Salt Flat,3,2,15,62,21,PASM,24,16,SPAI,43,18.5,0,0,21,16,18.5
10/10/2014,17S,Salt Flat,3,2,18,22,10,SPAI,41,12,SPAI,31.5,11,0,0,10,12,11
10/10/2014,17S,Salt Flat,3,2,21,1,0,LIT,1,0,LIT,1,0,0,0,0,0,0
10/10/2014,17S,Salt Flat,3,2,24,12,0,LIT,16,4,CAFI,14,2,0,0,0,4,2
10/10/2014,17S,Salt Flat,3,3,3,21,9,STCO,41,16,STCO,31,12.5,0,0,9,16,12.5
10/10/2014,17S,Salt Flat,3,3,6,2,1,BOGR,29,3,BOGR,15.5,2,0,0,1,3,2
10/10/2014,17S,Salt Flat,3,3,9,25,16,STCO,11,3,VUOC,18,9.5,0,1,16,,16
10/10/2014,17S,Salt Flat,3,3,12,14,6,OPPO,32,3,OPPO,23,4.5,1,1,,,
10/10/2014,17S,Salt Flat,3,3,15,14,4,BOGR,19,8,PASM,16.5,6,0,0,4,8,6
10/10/2014,17S,Salt Flat,3,3,18,4,3,SPAI,20,9,SPAI,12,6,0,0,3,9,6
10/10/2014,17S,Salt Flat,3,3,21,89,10,SPAI,52,20,SPAI,70.5,15,0,0,10,20,15
10/10/2014,17S,Salt Flat,3,3,24,12,10,SPAI,32,5,BOGR,22,7.5,0,0,10,5,7.5
10/10/2014,17S,Salt Flat,3,4,3,12,5,SPAI,60,5,SPAI,36,5,0,0,5,5,5
10/10/2014,17S,Salt Flat,3,4,6,35,2,BOGR,22,5,SPAI,28.5,3.5,0,0,2,5,3.5
10/10/2014,17S,Salt Flat,3,4,9,59,3,BOGR,11,2,BOGR,35,2.5,0,0,3,2,2.5
10/10/2014,17S,Salt Flat,3,4,12,34,2,SPAI,72,4,BOGR,53,3,0,0,2,4,3
10/10/2014,17S,Salt Flat,3,4,15,90,9,SPAI,72,8,PASM,81,8.5,0,0,9,8,8.5
10/10/2014,17S,Salt Flat,3,4,18,64,6,STCO,24,12,PASM,44,9,0,0,6,12,9
10/10/2014,17S,Salt Flat,3,4,21,32,18,SPAI,53,8,STCO,42.5,13,0,0,18,8,13
10/10/2014,17S,Salt Flat,3,4,24,82,13,SPAI,34,11,STCO,58,12,0,0,13,11,12
10/14/2014,17S,Salt Flat,4,1,3,65,14,STCO,34,4,BOGR,49.5,9,0,0,14,4,9
10/14/2014,17S,Salt Flat,4,1,6,46,21,STCO,31,12,STCO,38.5,16.5,0,0,21,12,16.5
10/14/2014,17S,Salt Flat,4,1,9,22,16,STCO,36,21,STCO,29,18.5,0,0,16,21,18.5
10/14/2014,17S,Salt Flat,4,1,12,22,13,STCO,46,19,STCO,34,16,0,0,13,19,16
10/14/2014,17S,Salt Flat,4,1,15,23,18,STCO,46,12,STCO,34.5,15,0,0,18,12,15
10/14/2014,17S,Salt Flat,4,1,18,21,4,OPPO,21,4,BOGR,21,4,1,0,,4,4
10/14/2014,17S,Salt Flat,4,1,21,40,12,STCO,51,19,STCO,45.5,15.5,0,0,12,19,15.5
10/14/2014,17S,Salt Flat,4,1,24,21,12,STCO,33,4,BOGR,27,8,0,0,12,4,8
10/14/2014,17S,Salt Flat,4,2,3,36,5,SPAI,56,3,PASM,46,4,0,0,5,3,4
10/14/2014,17S,Salt Flat,4,2,6,42,9,SPAI,8,4,SPAI,25,6.5,0,0,9,4,6.5
10/14/2014,17S,Salt Flat,4,2,9,29,15,SPAI,43,23,CIUN,36,19,0,0,15,23,19
10/14/2014,17S,Salt Flat,4,2,12,68,8,CIUN,19,8,CIUN,43.5,8,0,0,8,8,8
10/14/2014,17S,Salt Flat,4,2,15,12,7,SPAI,10,6,BOGR,11,6.5,0,0,7,6,6.5
10/14/2014,17S,Salt Flat,4,2,18,82,13,PASM,33,8,SPAI,57.5,10.5,0,0,13,8,10.5
10/14/2014,17S,Salt Flat,4,2,21,16,11,PASM,25,9,CAFI,20.5,10,0,0,11,9,10
10/14/2014,17S,Salt Flat,4,2,24,14,5,BOGR,14,9,CAFI,14,7,0,0,5,9,7
10/14/2014,17S,Salt Flat,4,3,3,21,2,BOGR,2,1,BOGR,11.5,1.5,0,0,2,1,1.5
10/14/2014,17S,Salt Flat,4,3,6,43,6,SPAI,48,7,PASM,45.5,6.5,0,0,6,7,6.5
10/14/2014,17S,Salt Flat,4,3,9,38,3,PASM,45,2,PASM,41.5,2.5,0,0,3,2,2.5
10/14/2014,17S,Salt Flat,4,3,12,48,2,PASM,54,12,PASM,51,7,0,0,2,12,7
10/14/2014,17S,Salt Flat,4,3,15,72,9,SPAI,39,8,SPAI,55.5,8.5,0,0,9,8,8.5
10/14/2014,17S,Salt Flat,4,3,18,28,8,SPAI,31,4,BOGR,29.5,6,0,0,8,4,6
10/14/2014,17S,Salt Flat,4,3,21,61,2,PASM,32,8,PASM,46.5,5,0,0,2,8,5
10/14/2014,17S,Salt Flat,4,3,24,46,6,BOGR,64,9,PASM,55,7.5,0,0,6,9,7.5
10/14/2014,17S,Salt Flat,4,4,3,24,6,BOGR,34,4,SPAI,29,5,0,0,6,4,5
10/14/2014,17S,Salt Flat,4,4,6,36,9,SPAI,16,6,SPAI,26,7.5,0,0,9,6,7.5
10/14/2014,17S,Salt Flat,4,4,9,59,6,SPAI,34,5,PASM,46.5,5.5,0,0,6,5,5.5
10/14/2014,17S,Salt Flat,4,4,12,38,10,BOGR,34,8,PASM,36,9,0,0,10,8,9
10/14/2014,17S,Salt Flat,4,4,15,32,3,BOGR,38,4,BOGR,35,3.5,0,0,3,4,3.5
10/14/2014,17S,Salt Flat,4,4,18,31,8,PASM,30,1,BOGR,30.5,4.5,0,0,8,1,4.5
10/14/2014,17S,Salt Flat,4,4,21,22,4,SPAI,34,3,BOGR,28,3.5,0,0,4,3,3.5
10/14/2014,17S,Salt Flat,4,4,24,10,2,BOGR,23,4,SPAI,16.5,3,0,0,2,4,3
10/14/2014,17S,Upland,5,1,3,28,4,BOGR,28,6,BOGR,28,5,0,0,4,6,5
10/14/2014,17S,Upland,5,1,6,21,5,BOGR,34,9,BOGR,27.5,7,0,0,5,9,7
10/14/2014,17S,Upland,5,1,9,21,3,BOGR,12,2,OPPO,16.5,2.5,0,1,3,,3
10/14/2014,17S,Upland,5,1,12,22,2,BOGR,13,2,BOGR,17.5,2,0,0,2,2,2
10/14/2014,17S,Upland,5,1,15,23,4,BOGR,20,1,BOGR,21.5,2.5,0,0,4,1,2.5
10/14/2014,17S,Upland,5,1,18,15,2,BOGR,34,5,BOGR,24.5,3.5,0,0,2,5,3.5
10/14/2014,17S,Upland,5,1,21,31,4,OPPO,15,4,BOGR,23,4,1,0,,4,4
10/14/2014,17S,Upland,5,1,24,10,3,BOGR,16,1,BOGR,13,2,0,0,3,1,2
10/14/2014,17S,Upland,5,2,3,49,3,STCO,54,5,STCO,51.5,4,0,0,3,5,4
10/14/2014,17S,Upland,5,2,6,38,3,BOGR,42,1,VUOC,40,2,0,1,3,,3
10/14/2014,17S,Upland,5,2,9,46,12,STCO,82,8,BOGR,64,10,0,0,12,8,10
10/14/2014,17S,Upland,5,2,12,66,10,STCO,78,9,BOGR,72,9.5,0,0,10,9,9.5
10/14/2014,17S,Upland,5,2,15,35,2,BOGR,23,2,BOGR,29,2,0,0,2,2,2
10/14/2014,17S,Upland,5,2,18,63,3,STCO,90,24,STCO,76.5,13.5,0,0,3,24,13.5
10/14/2014,17S,Upland,5,2,21,64,13,STCO,90,15,STCO,77,14,0,0,13,15,14
10/14/2014,17S,Upland,5,2,24,73,5,EREF,69,12,STCO,71,8.5,1,0,,12,12
10/14/2014,17S,Upland,5,3,3,24,2,BOGR,20,2,BOGR,22,2,0,0,2,2,2
10/14/2014,17S,Upland,5,3,6,14,2,BOGR,5,3,BOGR,9.5,2.5,0,0,2,3,2.5
10/14/2014,17S,Upland,5,3,9,12,5,BOGR,34,10,SIHY,23,7.5,0,0,5,10,7.5
10/14/2014,17S,Upland,5,3,12,36,5,SIHY,35,7,SIHY,35.5,6,0,0,5,7,6
10/14/2014,17S,Upland,5,3,15,23,7,ARLO,4,3,BOGR,13.5,5,0,0,7,3,5
10/14/2014,17S,Upland,5,3,18,24,3,SIHY,32,0,SIHY,28,1.5,0,0,3,0,1.5
10/14/2014,17S,Upland,5,3,21,25,3,BOGR,21,2,BOGR,23,2.5,0,0,3,2,2.5
10/14/2014,17S,Upland,5,3,24,3,2,BOGR,46,6,GUSA,24.5,4,0,1,2,,2
10/14/2014,17S,Upland,5,4,3,3,2,BOGR,18,3,BOGR,10.5,2.5,0,0,2,3,2.5
10/14/2014,17S,Upland,5,4,6,18,5,ARLO,12,3,BOGR,15,4,0,0,5,3,4
10/14/2014,17S,Upland,5,4,9,5,4,BOGR,21,3,ARLO,13,3.5,0,0,4,3,3.5
10/14/2014,17S,Upland,5,4,12,3,2,BOGR,26,6,ARLO,14.5,4,0,0,2,6,4
10/14/2014,17S,Upland,5,4,15,22,5,BOGR,21,3,OPPO,21.5,4,0,1,5,,5
10/14/2014,17S,Upland,5,4,18,3,2,BOGR,3,2,OPPO,3,2,0,1,2,,2
10/14/2014,17S,Upland,5,4,21,18,2,BOGR,3,2,BOGR,10.5,2,0,0,2,2,2
10/14/2014,17S,Upland,5,4,24,14,2,BOGR,14,3,OPPO,14,2.5,0,1,2,,2
10/10/2014,17S,Upland,6,1,3,90,74,STCO,90,47,STCO,90,60.5,0,0,74,47,60.5
10/10/2014,17S,Upland,6,1,6,83,57,STCO,90,57,STCO,86.5,57,0,0,57,57,57
10/10/2014,17S,Upland,6,1,9,90,46,STCO,67,48,STCO,78.5,47,0,0,46,48,47
10/10/2014,17S,Upland,6,1,12,77,36,STCO,90,52,STCO,83.5,44,0,0,36,52,44
10/10/2014,17S,Upland,6,1,15,90,33,STCO,86,55,STCO,88,44,0,0,33,55,44
10/10/2014,17S,Upland,6,1,18,90,44,STCO,90,67,STCO,90,55.5,0,0,44,67,55.5
10/10/2014,17S,Upland,6,1,21,90,42,STCO,90,53,STCO,90,47.5,0,0,42,53,47.5
10/10/2014,17S,Upland,6,1,24,90,27,STCO,87,74,STCO,88.5,50.5,0,0,27,74,50.5
10/10/2014,17S,Upland,6,2,3,90,23,STCO,76,9,PASM,83,16,0,0,23,9,16
10/10/2014,17S,Upland,6,2,6,82,16,STCO,90,4,STCO,86,10,0,0,16,4,10
10/10/2014,17S,Upland,6,2,9,90,11,PASM,78,13,STCO,84,12,0,0,11,13,12
10/10/2014,17S,Upland,6,2,12,52,11,PASM,61,12,PASM,56.5,11.5,0,0,11,12,11.5
10/10/2014,17S,Upland,6,2,15,34,2,BOGR,13,2,BOGR,23.5,2,0,0,2,2,2
10/10/2014,17S,Upland,6,2,18,36,2,BOGR,54,3,BOGR,45,2.5,0,0,2,3,2.5
10/10/2014,17S,Upland,6,2,21,3,1,BOGR,35,3,EREF,19,2,0,1,1,,1
10/10/2014,17S,Upland,6,2,24,30,16,ATCA,33,12,ATCA,31.5,14,1,1,,,
10/10/2014,17S,Upland,6,3,3,22,3,BOGR,90,5,STCO,56,4,0,0,3,5,4
10/10/2014,17S,Upland,6,3,6,90,16,STCO,90,22,STCO,90,19,0,0,16,22,19
10/10/2014,17S,Upland,6,3,9,90,26,STCO,62,11,STCO,76,18.5,0,0,26,11,18.5
10/10/2014,17S,Upland,6,3,12,90,36,STCO,52,14,STCO,71,25,0,0,36,14,25
10/10/2014,17S,Upland,6,3,15,90,3,STCO,90,9,EREF,90,6,0,1,3,,3
10/10/2014,17S,Upland,6,3,18,73,6,STCO,61,2,BOGR,67,4,0,0,6,2,4
10/10/2014,17S,Upland,6,3,21,90,18,STCO,90,4,STCO,90,11,0,0,18,4,11
10/10/2014,17S,Upland,6,3,24,90,26,STCO,74,8,STCO,82,17,0,0,26,8,17
10/10/2014,17S,Upland,6,4,3,40,16,STCO,39,6,PASM,39.5,11,0,0,16,6,11
10/10/2014,17S,Upland,6,4,6,43,28,STCO,12,4,OPPO,27.5,16,0,1,28,,28
10/10/2014,17S,Upland,6,4,9,43,12,STCO,51,12,PASM,47,12,0,0,12,12,12
10/10/2014,17S,Upland,6,4,12,43,21,STCO,20,12,VUOC,31.5,16.5,0,1,21,,21
10/10/2014,17S,Upland,6,4,15,53,47,ATCA,81,17,ATCA,67,32,1,1,,,
10/10/2014,17S,Upland,6,4,18,40,12,STCO,43,23,STCO,41.5,17.5,0,0,12,23,17.5
10/10/2014,17S,Upland,6,4,21,42,36,SPCR,48,12,STCO,45,24,0,0,36,12,24
10/10/2014,17S,Upland,6,4,24,52,18,STCO,52,37,PASM,52,27.5,0,0,18,37,27.5
10/6/2014,26W,Upland,1,1,3,16,2,BOGR,3,1,BOGR,9.5,1.5,0,0,2,1,1.5
10/6/2014,26W,Upland,1,1,6,20,4,THFI,3,1,BOGR,11.5,2.5,0,0,4,1,2.5
10/6/2014,26W,Upland,1,1,9,25,3,BOGR,12,3,BOGR,18.5,3,0,0,3,3,3
10/6/2014,26W,Upland,1,1,12,18,2,BOGR,11,2,BOGR,14.5,2,0,0,2,2,2
10/6/2014,26W,Upland,1,1,15,19,5,BOGR,10,2,BOGR,14.5,3.5,0,0,5,2,3.5
10/6/2014,26W,Upland,1,1,18,20,6,THFI,4,1,BOGR,12,3.5,0,0,6,1,3.5
10/6/2014,26W,Upland,1,1,21,14,2,THFI,23,3,BOGR,18.5,2.5,0,0,2,3,2.5
10/6/2014,26W,Upland,1,1,24,6,1,BOGR,14,2,BOGR,10,1.5,0,0,1,2,1.5
10/6/2014,26W,Upland,1,2,3,4,2,BOGR,4,2,THFI,4,2,0,0,2,2,2
10/6/2014,26W,Upland,1,2,6,8,0,BOGR,6,1,BOGR,7,0.5,0,0,0,1,0.5
10/6/2014,26W,Upland,1,2,9,11,2,BOGR,19,2,VUOC,15,2,0,1,2,,2
10/6/2014,26W,Upland,1,2,12,12,2,BOGR,6,1,BOGR,9,1.5,0,0,2,1,1.5
10/6/2014,26W,Upland,1,2,15,3,2,BOGR,6,1,PASM,4.5,1.5,0,0,2,1,1.5
10/6/2014,26W,Upland,1,2,18,10,3,PASM,20,3,LIT,15,3,0,0,3,3,3
10/6/2014,26W,Upland,1,2,21,5,2,BOGR,6,2,OPPO,5.5,2,0,1,2,,2
10/6/2014,26W,Upland,1,2,24,11,3,VUOC,17,4,BOGR,14,3.5,1,0,,4,4
10/6/2014,26W,Upland,1,3,3,1,1,BOGR,8,3,BOGR,4.5,2,0,0,1,3,2
10/6/2014,26W,Upland,1,3,6,12,3,OPPO,12,3,BOGR,12,3,1,0,,3,3
10/6/2014,26W,Upland,1,3,9,2,1,BOGR,13,1,VUOC,7.5,1,0,1,1,,1
10/6/2014,26W,Upland,1,3,12,37,2,BOGR,3,2,BOGR,20,2,0,0,2,2,2
10/6/2014,26W,Upland,1,3,15,6,1,BOGR,2,1,BOGR,4,1,0,0,1,1,1
10/6/2014,26W,Upland,1,3,18,35,1,BOGR,3,1,BOGR,19,1,0,0,1,1,1
10/6/2014,26W,Upland,1,3,21,3,1,BOGR,6,1,BOGR,4.5,1,0,0,1,1,1
10/6/2014,26W,Upland,1,3,24,3,1,BOGR,13,1,BOGR,8,1,0,0,1,1,1
10/6/2014,26W,Upland,1,4,3,2,0,BOGR,22,1,BOGR,12,0.5,0,0,0,1,0.5
10/6/2014,26W,Upland,1,4,6,2,0,BOGR,1,0,BOGR,1.5,0,0,0,0,0,0
10/6/2014,26W,Upland,1,4,9,14,2,BOGR,14,4,VUOC,14,3,0,1,2,,2
10/6/2014,26W,Upland,1,4,12,1,0,BOGR,5,3,BOGR,3,1.5,0,0,0,3,1.5
10/6/2014,26W,Upland,1,4,15,1,1,VUOC,7,2,VUOC,4,1.5,1,1,,, 
10/6/2014,26W,Upland,1,4,18,7,1,BOGR,10,2,VUOC,8.5,1.5,0,1,1,,1
10/6/2014,26W,Upland,1,4,21,24,2,VUOC,16,3,THFI,20,2.5,1,0,,3,3
10/6/2014,26W,Upland,1,4,24,19,1,THFI,12,3,BUDA,15.5,2,0,0,1,3,2
10/6/2014,26W,Upland,2,1,3,23,2,BOGR,21,3,BOGR,22,2.5,0,0,2,3,2.5
10/6/2014,26W,Upland,2,1,6,11,0,BOGR,19,2,BOGR,15,1,0,0,0,2,1
10/6/2014,26W,Upland,2,1,9,3,1,BOGR,5,2,BOGR,4,1.5,0,0,1,2,1.5
10/6/2014,26W,Upland,2,1,12,4,1,BOGR,3,0,BOGR,3.5,0.5,0,0,1,0,0.5
10/6/2014,26W,Upland,2,1,15,3,1,BOGR,7,2,BOGR,5,1.5,0,0,1,2,1.5
10/6/2014,26W,Upland,2,1,18,5,2,BOGR,9,3,BOGR,7,2.5,0,0,2,3,2.5
10/6/2014,26W,Upland,2,1,21,24,1,BOGR,16,1,CAEL,20,1,0,0,1,1,1
10/6/2014,26W,Upland,2,1,24,19,2,BOGR,25,2,BOGR,22,2,0,0,2,2,2
10/6/2014,26W,Upland,2,2,3,6,3,BOGR,12,2,BOGR,9,2.5,0,0,3,2,2.5
10/6/2014,26W,Upland,2,2,6,10,3,BOGR,30,3,BOGR,20,3,0,0,3,3,3
10/6/2014,26W,Upland,2,2,9,2,1,BOGR,4,1,BOGR,3,1,0,0,1,1,1
10/6/2014,26W,Upland,2,2,12,7,3,BOGR,3,0,BOGR,5,1.5,0,0,3,0,1.5
10/6/2014,26W,Upland,2,2,15,1,1,BOGR,3,1,BOGR,2,1,0,0,1,1,1
10/6/2014,26W,Upland,2,2,18,3,1,BOGR,4,2,BOGR,3.5,1.5,0,0,1,2,1.5
10/6/2014,26W,Upland,2,2,21,5,1,BOGR,8,5,BOGR,6.5,3,0,0,1,5,3
10/6/2014,26W,Upland,2,2,24,12,2,BOGR,16,1,BOGR,14,1.5,0,0,2,1,1.5
10/6/2014,26W,Upland,2,3,3,13,3,BOGR,11,3,VUOC,12,3,0,1,3,,3
10/6/2014,26W,Upland,2,3,6,9,1,BOGR,10,1,PASM,9.5,1,0,0,1,1,1
10/6/2014,26W,Upland,2,3,9,15,1,BOGR,23,2,BOGR,19,1.5,0,0,1,2,1.5
10/6/2014,26W,Upland,2,3,12,7,2,BOGR,7,2,BOGR,7,2,0,0,2,2,2
10/6/2014,26W,Upland,2,3,15,39,1,BOGR,37,1,BOGR,38,1,0,0,1,1,1
10/6/2014,26W,Upland,2,3,18,20,2,BOGR,4,1,BOGR,12,1.5,0,0,2,1,1.5
10/6/2014,26W,Upland,2,3,21,13,1,BOGR,7,2,BOGR,10,1.5,0,0,1,2,1.5
10/6/2014,26W,Upland,2,3,24,8,0,BOGR,11,2,BOGR,9.5,1,0,0,0,2,1
10/6/2014,26W,Upland,2,4,3,16,1,BOGR,5,3,BOGR,10.5,2,0,0,1,3,2
10/6/2014,26W,Upland,2,4,6,6,2,BOGR,7,0,CAEL,6.5,1,0,0,2,0,1
10/6/2014,26W,Upland,2,4,9,6,2,BOGR,3,1,BOGR,4.5,1.5,0,0,2,1,1.5
10/6/2014,26W,Upland,2,4,12,3,2,BOGR,3,2,BOGR,3,2,0,0,2,2,2
10/6/2014,26W,Upland,2,4,15,9,1,BOGR,14,1,BOGR,11.5,1,0,0,1,1,1
10/6/2014,26W,Upland,2,4,18,0,0,BOGR,6,2,BOGR,3,1,0,0,0,2,1
10/6/2014,26W,Upland,2,4,21,12,2,BOGR,4,2,VUOC,8,2,0,1,2,,2
10/6/2014,26W,Upland,2,4,24,10,2,BOGR,4,2,BOGR,7,2,0,0,2,2,2
10/6/2014,26W,Upland,3,1,3,3,1,BOGR,20,1,BOGR,11.5,1,0,0,1,1,1
10/6/2014,26W,Upland,3,1,6,23,2,VUOC,28,4,CAEL,25.5,3,1,0,,4,4
10/6/2014,26W,Upland,3,1,9,14,1,VUOC,9,1,PASM,11.5,1,1,0,,1,1
10/6/2014,26W,Upland,3,1,12,21,2,BOGR,4,1,BOGR,12.5,1.5,0,0,2,1,1.5
10/6/2014,26W,Upland,3,1,15,3,1,VUOC,17,1,BOGR,10,1,1,0,,1,1
10/6/2014,26W,Upland,3,1,18,6,0,LIT,10,2,BOGR,8,1,0,0,0,2,1
10/6/2014,26W,Upland,3,1,21,6,2,BOGR,9,1,BOGR,7.5,1.5,0,0,2,1,1.5
10/6/2014,26W,Upland,3,1,24,8,1,BOGR,12,1,VUOC,10,1,0,1,1,,1
10/6/2014,26W,Upland,3,2,3,9,4,BOGR,2,1,BOGR,5.5,2.5,0,0,4,1,2.5
10/6/2014,26W,Upland,3,2,6,3,2,BOGR,2,1,VUOC,2.5,1.5,0,1,2,,2
10/6/2014,26W,Upland,3,2,9,2,1,BOGR,2,1,BOGR,2,1,0,0,1,1,1
10/6/2014,26W,Upland,3,2,12,2,1,VUOC,1,0,BARE,1.5,0.5,1,0,,0,0
10/6/2014,26W,Upland,3,2,15,3,1,VUOC,6,1,BOGR,4.5,1,1,0,,1,1
10/6/2014,26W,Upland,3,2,18,12,2,CAEL,3,2,BOGR,7.5,2,0,0,2,2,2
10/6/2014,26W,Upland,3,2,21,2,1,VUOC,2,1,BOGR,2,1,1,0,,1,1
10/6/2014,26W,Upland,3,2,24,3,2,BOGR,3,2,BOGR,3,2,0,0,2,2,2
10/6/2014,26W,Upland,3,3,3,2,1,BOGR,2,1,BOGR,2,1,0,0,1,1,1
10/6/2014,26W,Upland,3,3,6,12,2,VUOC,20,5,BOGR,16,3.5,1,0,,5,5
10/6/2014,26W,Upland,3,3,9,12,2,BOGR,9,3,BOGR,10.5,2.5,0,0,2,3,2.5
10/6/2014,26W,Upland,3,3,12,21,3,BOGR,28,3,BOGR,24.5,3,0,0,3,3,3
10/6/2014,26W,Upland,3,3,15,4,3,CAEL,18,3,BOGR,11,3,0,0,3,3,3
10/6/2014,26W,Upland,3,3,18,3,2,VUOC,2,1,BOGR,2.5,1.5,1,0,,1,1
10/6/2014,26W,Upland,3,3,21,2,1,BOGR,2,1,BOGR,2,1,0,0,1,1,1
10/6/2014,26W,Upland,3,3,24,2,0,BARE,12,3,BOGR,7,1.5,0,0,0,3,1.5
10/6/2014,26W,Upland,3,4,3,6,1,BOGR,8,1,THFI,7,1,0,0,1,1,1
10/6/2014,26W,Upland,3,4,6,2,1,BOGR,10,0,LIT,6,0.5,0,0,1,0,0.5
10/6/2014,26W,Upland,3,4,9,6,1,VUOC,15,0,LIT,10.5,0.5,1,0,,0,0
10/6/2014,26W,Upland,3,4,12,4,1,VUOC,5,1,BOGR,4.5,1,1,0,,1,1
10/6/2014,26W,Upland,3,4,15,5,2,VUOC,18,0,LIT,11.5,1,1,0,,0,0
10/6/2014,26W,Upland,3,4,18,18,2,VUOC,18,1,BOGR,18,1.5,1,0,,1,1
10/6/2014,26W,Upland,3,4,21,33,1,BOGR,25,1,BOGR,29,1,0,0,1,1,1
10/6/2014,26W,Upland,3,4,24,7,1,BOGR,21,2,VUOC,14,1.5,0,1,1,,1
10/6/2014,26W,Upland,4,1,3,5,2,BOGR,13,1,BOGR,9,1.5,0,0,2,1,1.5
10/6/2014,26W,Upland,4,1,6,3,3,SPCR,2,1,BOGR,2.5,2,0,0,3,1,2
10/6/2014,26W,Upland,4,1,9,3,1,BOGR,2,1,BOGR,2.5,1,0,0,1,1,1
10/6/2014,26W,Upland,4,1,12,11,2,THFI,22,1,BOGR,16.5,1.5,0,0,2,1,1.5
10/6/2014,26W,Upland,4,1,15,9,1,VUOC,7,2,BOGR,8,1.5,1,0,,2,2
10/6/2014,26W,Upland,4,1,18,3,1,BOGR,2,2,BOGR,2.5,1.5,0,0,1,2,1.5
10/6/2014,26W,Upland,4,1,21,11,1,BOGR,8,1,BOGR,9.5,1,0,0,1,1,1
10/6/2014,26W,Upland,4,1,24,12,1,BOGR,1,0,LIT,6.5,0.5,0,0,1,0,0.5
10/6/2014,26W,Upland,4,2,3,19,2,THFI,7,2,BOGR,13,2,0,0,2,2,2
10/6/2014,26W,Upland,4,2,6,2,1,BOGR,18,3,THFI,10,2,0,0,1,3,2
10/6/2014,26W,Upland,4,2,9,19,1,BOGR,3,1,BOGR,11,1,0,0,1,1,1
10/6/2014,26W,Upland,4,2,12,21,1,BOGR,24,1,BOGR,22.5,1,0,0,1,1,1
10/6/2014,26W,Upland,4,2,15,17,4,OPPO,20,2,VUOC,18.5,3,1,1,,, 
10/6/2014,26W,Upland,4,2,18,6,0,LIT,23,3,THFI,14.5,1.5,0,0,0,3,1.5
10/6/2014,26W,Upland,4,2,21,8,1,BOGR,11,1,BOGR,9.5,1,0,0,1,1,1
10/6/2014,26W,Upland,4,2,24,17,1,BOGR,18,4,BOGR,17.5,2.5,0,0,1,4,2.5
10/6/2014,26W,Upland,4,3,3,7,2,OPPO,6,4,OPPO,6.5,3,1,1,,,
10/6/2014,26W,Upland,4,3,6,13,1,THFI,24,1,BOGR,18.5,1,0,0,1,1,1
10/6/2014,26W,Upland,4,3,9,2,1,BOGR,21,3,THFI,11.5,2,0,0,1,3,2
10/6/2014,26W,Upland,4,3,12,3,0,BOGR,19,2,BOGR,11,1,0,0,0,2,1
10/6/2014,26W,Upland,4,3,15,3,1,BOGR,7,2,BOGR,5,1.5,0,0,1,2,1.5
10/6/2014,26W,Upland,4,3,18,8,1,BOGR,18,1,BOGR,13,1,0,0,1,1,1
10/6/2014,26W,Upland,4,3,21,13,5,BOGR,5,2,BOGR,9,3.5,0,0,5,2,3.5
10/6/2014,26W,Upland,4,3,24,3,1,BOGR,1,1,BOGR,2,1,0,0,1,1,1
10/6/2014,26W,Upland,4,4,3,3,1,BOGR,16,2,BOGR,9.5,1.5,0,0,1,2,1.5
10/6/2014,26W,Upland,4,4,6,5,1,BOGR,8,2,BOGR,6.5,1.5,0,0,1,2,1.5
10/6/2014,26W,Upland,4,4,9,4,2,BOGR,8,2,BOGR,6,2,0,0,2,2,2
